session_date,sku_id,spike_flag,unit_cost,unit_price,units_sold,units_refunded,stock_available,restock_lead_days
2025-03-18,DQProduk-003,0,29850.0,59850.0,10,2,164,2
2025-03-19,DQProduk-003,0,29850.0,59850.0,8,0,102,2
2025-03-20,DQProduk-003,0,29850.0,59850.0,8,2,99,3
2025-03-21,DQProduk-003,0,29850.0,59850.0,5,0,78,3
2025-03-22,DQProduk-003,0,29850.0,59850.0,5,0,183,5
2025-03-23,DQProduk-003,0,29850.0,59850.0,8,1,160,3
2025-03-24,DQProduk-003,0,29850.0,59850.0,10,0,100,5
2025-03-25,DQProduk-003,0,29850.0,59850.0,6,0,108,0
2025-03-26,DQProduk-003,0,29850.0,59850.0,11,0,87,3
2025-03-27,DQProduk-003,0,29850.0,59850.0,9,0,146,3
2025-03-28,DQProduk-003,1,29850.0,59850.0,19,2,62,0
2025-03-29,DQProduk-003,1,29850.0,59850.0,29,5,162,3
2025-03-30,DQProduk-003,1,29850.0,59850.0,14,1,62,2
2025-03-31,DQProduk-003,0,29850.0,59850.0,2,0,50,1
2025-01-01,DQProduk-004,0,149850.0,194850.0,12,0,204,3
2025-01-02,DQProduk-004,0,149850.0,194850.0,14,0,183,3
2025-01-03,DQProduk-004,0,149850.0,194850.0,10,0,49,3
2025-01-04,DQProduk-004,1,149850.0,194850.0,41,3,132,5
2025-01-05,DQProduk-004,0,149850.0,194850.0,10,0,112,0
2025-01-06,DQProduk-004,0,149850.0,194850.0,15,2,193,2
2025-01-07,DQProduk-004,0,149850.0,194850.0,17,1,188,2
2025-01-08,DQProduk-004,0,149850.0,194850.0,18,2,139,7
2025-01-09,DQProduk-004,0,149850.0,194850.0,8,0,77,3
2025-01-10,DQProduk-004,0,149850.0,194850.0,15,3,132,1
2025-01-11,DQProduk-004,0,149850.0,194850.0,20,1,169,14
2025-01-12,DQProduk-004,1,149850.0,194850.0,37,3,192,3
2025-01-13,DQProduk-004,0,149850.0,194850.0,9,0,148,1
2025-01-14,DQProduk-004,0,149850.0,194850.0,13,0,131,5
2025-01-15,DQProduk-004,1,149850.0,194850.0,47,6,126,3
2025-01-16,DQProduk-004,0,149850.0,194850.0,15,2,37,1
2025-01-17,DQProduk-004,1,149850.0,194850.0,35,0,209,7
2025-01-18,DQProduk-004,0,149850.0,194850.0,11,0,49,2
2025-01-19,DQProduk-004,0,149850.0,194850.0,13,0,178,2
2025-01-20,DQProduk-004,0,149850.0,194850.0,14,0,185,1
2025-01-21,DQProduk-004,0,149850.0,194850.0,11,1,27,2
2025-01-22,DQProduk-004,0,149850.0,194850.0,17,2,71,2
2025-01-23,DQProduk-004,0,149850.0,194850.0,6,0,171,2
2025-01-24,DQProduk-004,1,149850.0,194850.0,38,4,122,7
2025-01-25,DQProduk-004,1,149850.0,194850.0,30,1,65,5
2025-01-26,DQProduk-004,0,149850.0,194850.0,13,0,87,2
2025-01-27,DQProduk-004,0,149850.0,194850.0,11,1,194,1
2025-01-28,DQProduk-004,1,149850.0,194850.0,28,1,215,2
2025-01-29,DQProduk-004,0,149850.0,194850.0,22,3,221,2
2025-01-30,DQProduk-004,0,149850.0,194850.0,12,0,114,2
2025-01-31,DQProduk-004,0,149850.0,194850.0,15,4,74,5
2025-02-01,DQProduk-004,0,149850.0,194850.0,22,3,79,2
2025-02-02,DQProduk-004,0,149850.0,194850.0,13,0,40,3
2025-02-03,DQProduk-004,1,149850.0,194850.0,47,4,152,2
2025-02-04,DQProduk-004,0,149850.0,194850.0,12,2,107,5
2025-02-05,DQProduk-004,0,149850.0,194850.0,12,1,191,2
2025-02-06,DQProduk-004,0,149850.0,194850.0,16,0,146,2
2025-02-07,DQProduk-004,0,149850.0,194850.0,21,1,101,2
2025-02-08,DQProduk-004,0,149850.0,194850.0,21,1,48,14
2025-02-09,DQProduk-004,0,149850.0,194850.0,14,2,24,1
2025-02-10,DQProduk-004,0,149850.0,194850.0,7,0,121,1
2025-02-11,DQProduk-004,0,149850.0,194850.0,10,1,75,3
2025-02-12,DQProduk-004,0,149850.0,194850.0,16,0,72,7
2025-02-13,DQProduk-004,0,149850.0,194850.0,12,1,105,2
2025-02-14,DQProduk-004,0,149850.0,194850.0,14,0,126,0
2025-02-15,DQProduk-004,0,149850.0,194850.0,11,1,149,2
2025-02-16,DQProduk-004,0,149850.0,194850.0,17,1,50,2
2025-02-17,DQProduk-004,0,149850.0,194850.0,13,0,138,2
2025-02-18,DQProduk-004,1,149850.0,194850.0,34,3,97,2
2025-02-19,DQProduk-004,0,149850.0,194850.0,9,0,21,5
2025-02-20,DQProduk-004,1,149850.0,194850.0,28,3,206,5
2025-02-21,DQProduk-004,0,149850.0,194850.0,11,1,175,2
2025-02-22,DQProduk-004,1,149850.0,194850.0,29,3,54,1
2025-02-23,DQProduk-004,0,149850.0,194850.0,15,1,33,2
2025-02-24,DQProduk-004,0,149850.0,194850.0,13,2,133,3
2025-02-25,DQProduk-004,0,149850.0,194850.0,7,0,52,14
2025-02-26,DQProduk-004,0,149850.0,194850.0,9,0,19,1
2025-02-27,DQProduk-004,1,149850.0,194850.0,45,1,127,2
2025-02-28,DQProduk-004,0,149850.0,194850.0,15,1,207,3
2025-03-01,DQProduk-004,0,149850.0,194850.0,13,0,168,0
2025-03-02,DQProduk-004,0,149850.0,194850.0,14,0,82,3
2025-03-03,DQProduk-004,0,149850.0,194850.0,13,0,49,2
2025-03-04,DQProduk-004,1,149850.0,194850.0,45,6,149,2
2025-03-05,DQProduk-004,0,149850.0,194850.0,16,1,139,5
2025-03-06,DQProduk-004,0,149850.0,194850.0,11,0,165,7
2025-03-07,DQProduk-004,0,149850.0,194850.0,18,0,60,2
2025-03-08,DQProduk-004,0,149850.0,194850.0,15,0,71,2
2025-03-09,DQProduk-004,0,149850.0,194850.0,16,0,172,5
2025-03-10,DQProduk-004,0,149850.0,194850.0,26,1,191,2
2025-03-11,DQProduk-004,0,149850.0,194850.0,15,0,95,2
2025-03-12,DQProduk-004,0,149850.0,194850.0,13,0,96,3
2025-03-13,DQProduk-004,1,149850.0,194850.0,29,4,185,3
2025-03-14,DQProduk-004,0,149850.0,194850.0,10,2,46,3
2025-03-15,DQProduk-004,0,149850.0,194850.0,14,0,25,5
2025-03-16,DQProduk-004,0,149850.0,194850.0,8,2,167,7
2025-03-17,DQProduk-004,1,149850.0,194850.0,49,2,171,2
2025-03-18,DQProduk-004,0,149850.0,194850.0,10,1,179,3
2025-03-19,DQProduk-004,0,149850.0,194850.0,7,0,179,5
2025-03-20,DQProduk-004,1,149850.0,194850.0,47,11,148,3
2025-03-21,DQProduk-004,0,149850.0,194850.0,10,0,132,5
2025-03-22,DQProduk-004,1,149850.0,194850.0,61,6,132,3
2025-03-23,DQProduk-004,0,149850.0,194850.0,13,1,87,2
2025-03-24,DQProduk-004,0,149850.0,194850.0,11,0,154,5
2025-03-25,DQProduk-004,0,149850.0,194850.0,18,2,29,3
2025-03-26,DQProduk-004,0,149850.0,194850.0,15,0,131,7
2025-03-27,DQProduk-004,1,149850.0,194850.0,43,1,56,3
2025-03-28,DQProduk-004,0,149850.0,194850.0,13,0,151,5
2025-03-29,DQProduk-004,0,149850.0,194850.0,15,0,181,1
2025-03-30,DQProduk-004,0,149850.0,194850.0,8,0,205,2
2025-03-31,DQProduk-004,0,149850.0,194850.0,10,0,107,5
2025-01-01,DQProduk-005,0,119850.0,149850.0,28,1,143,2
2025-01-02,DQProduk-005,0,119850.0,149850.0,16,0,134,3
2025-01-03,DQProduk-005,0,119850.0,149850.0,23,2,190,2
2025-01-04,DQProduk-005,0,119850.0,149850.0,13,0,68,2
2025-01-05,DQProduk-005,0,119850.0,149850.0,17,2,160,5
2025-01-06,DQProduk-005,0,119850.0,149850.0,18,1,187,5
2025-01-07,DQProduk-005,0,119850.0,149850.0,16,0,53,2
2025-01-08,DQProduk-005,0,119850.0,149850.0,14,0,149,7
2025-01-09,DQProduk-005,0,119850.0,149850.0,19,1,47,3
2025-01-10,DQProduk-005,0,119850.0,149850.0,21,0,171,5
2025-01-11,DQProduk-005,0,119850.0,149850.0,18,1,91,7
2025-01-12,DQProduk-005,0,119850.0,149850.0,12,1,79,3
2025-01-13,DQProduk-005,0,119850.0,149850.0,10,0,136,1
2025-01-14,DQProduk-005,0,119850.0,149850.0,24,2,89,5
2025-01-15,DQProduk-005,0,119850.0,149850.0,23,1,189,1
2025-01-16,DQProduk-005,0,119850.0,149850.0,24,0,63,3
2025-01-17,DQProduk-005,1,119850.0,149850.0,40,4,234,3
2025-01-18,DQProduk-005,0,119850.0,149850.0,17,3,46,14
2025-01-19,DQProduk-005,0,119850.0,149850.0,16,0,89,3
2025-01-20,DQProduk-005,0,119850.0,149850.0,16,0,132,7
2025-01-21,DQProduk-005,0,119850.0,149850.0,16,0,73,1
2025-01-22,DQProduk-005,0,119850.0,149850.0,19,1,67,3
2025-01-23,DQProduk-005,0,119850.0,149850.0,21,1,157,5
2025-01-24,DQProduk-005,0,119850.0,149850.0,19,2,90,1
2025-01-25,DQProduk-005,0,119850.0,149850.0,21,0,89,1
2025-01-26,DQProduk-005,0,119850.0,149850.0,21,1,32,1
2025-01-27,DQProduk-005,0,119850.0,149850.0,17,1,192,3
2025-01-28,DQProduk-005,0,119850.0,149850.0,18,1,137,1
2025-01-29,DQProduk-005,0,119850.0,149850.0,15,1,156,2
2025-01-30,DQProduk-005,0,119850.0,149850.0,21,0,195,2
2025-01-31,DQProduk-005,1,119850.0,149850.0,61,2,248,5
2025-02-01,DQProduk-005,0,119850.0,149850.0,14,1,127,3
2025-02-02,DQProduk-005,1,119850.0,149850.0,71,12,107,14
2025-02-03,DQProduk-005,0,119850.0,149850.0,21,2,139,2
2025-02-04,DQProduk-005,0,119850.0,149850.0,15,2,211,5
2025-02-05,DQProduk-005,0,119850.0,149850.0,15,0,176,3
2025-02-06,DQProduk-005,0,119850.0,149850.0,19,1,113,2
